id_entry_nbp,level_0,index,date,value,value2,value3,USD_PLN
0,0,0,1984-02-01,98.15,9815,9815,0.009815
1,1,1,1984-09-01,98.55,9855,9855,0.009855
2,2,2,1984-01-16,99.34,9934,9934,0.009934
3,3,3,1984-01-23,98.6,9860,9860,0.00986
4,4,4,1984-01-30,99.18,9918,9918,0.009918
5,5,5,1984-06-02,99.02,9902,9902,0.009902
6,6,6,1984-02-13,98.52,9852,9852,0.009852
7,7,7,1984-02-20,98.28,9828,9828,0.009828
8,8,8,1984-01-03,110,11000,11000,0.011
9,9,9,1984-05-03,109,10900,10900,0.0109
10,10,10,1984-12-03,108.38,10838,10838,0.010838
11,11,11,1984-03-19,108.36,10836,10836,0.010836
12,12,12,1984-03-26,109.38,10938,10938,0.010938
13,13,13,1984-02-04,108.89,10889,10889,0.010889
14,14,14,1984-09-04,109.34,10934,10934,0.010934
15,15,15,1984-04-16,109.49,10949,10949,0.010949
16,16,16,1984-04-24,109.63,10963,10963,0.010963
17,17,17,1984-02-05,110.24,11024,11024,0.011024
18,18,18,1984-07-05,110.88,11088,11088,0.011088
19,19,19,1984-05-14,111.44,11144,11144,0.011144
20,20,20,1984-05-21,111.18,11118,11118,0.011118
21,21,21,1984-05-28,111.03,11103,11103,0.011103
22,22,22,1984-04-06,110.96,11096,11096,0.011096
23,23,23,1984-11-06,110.06,11006,11006,0.011006
24,24,24,1984-06-18,110.73,11073,11073,0.011073
25,25,25,1984-06-25,111.21,11121,11121,0.011121
26,26,26,1984-02-07,111.57,11157,11157,0.011157
27,27,27,1984-09-07,112.04,11204,11204,0.011204
28,28,28,1984-07-16,112.41,11241,11241,0.011241
29,29,29,1984-07-23,112.54,11254,11254,0.011254
30,30,30,1984-07-30,113.04,11304,11304,0.011304
31,31,31,1984-06-08,113.31,11331,11331,0.011331
32,32,32,1984-08-13,113.33,11333,11333,0.011333
33,33,33,1984-08-20,113.24,11324,11324,0.011324
34,34,34,1984-08-27,113.1,11310,11310,0.01131
35,35,35,1984-01-09,123,12300,12300,0.0123
36,36,36,1984-10-09,123.68,12368,12368,0.012368
37,37,37,1984-09-17,124.8,12480,12480,0.01248
38,38,38,1984-09-24,126.05,12605,12605,0.012605
39,39,39,1984-01-10,125.64,12564,12564,0.012564
40,40,40,1984-08-10,125.4,12540,12540,0.01254
41,41,41,1984-10-15,125.82,12582,12582,0.012582
42,42,42,1984-10-22,126.8,12680,12680,0.01268
43,43,43,1984-10-29,125.8,12580,12580,0.01258
44,44,44,1984-05-11,125.69,12569,12569,0.012569
45,45,45,1984-12-11,123.84,12384,12384,0.012384
46,46,46,1984-11-19,123.76,12376,12376,0.012376
47,47,47,1984-11-26,124.64,12464,12464,0.012464
48,48,48,1984-01-12,125.59,12559,12559,0.012559
49,49,49,1984-10-12,126.22,12622,12622,0.012622
50,50,50,1984-12-17,126.08,12608,12608,0.012608
51,51,51,1984-12-24,126.24,12624,12624,0.012624
52,52,0,1985-01-01,138,13800,13800,0.0138
53,53,1,1985-07-01,138.86,13886,13886,0.013886
54,54,2,1985-01-14,138.48,13848,13848,0.013848
55,55,3,1985-01-21,139.45,13945,13945,0.013945
56,56,4,1985-01-28,139.33,13933,13933,0.013933
57,57,5,1985-04-02,139.05,13905,13905,0.013905
58,58,6,1985-11-02,139.87,13987,13987,0.013987
59,59,7,1985-02-18,140.73,14073,14073,0.014073
60,60,8,1985-02-25,141.17,14117,14117,0.014117
61,61,9,1985-04-03,141.41,14141,14141,0.014141
62,62,10,1985-11-03,142.51,14251,14251,0.014251
63,63,11,1985-03-18,141.07,14107,14107,0.014107
64,64,12,1985-03-25,140.49,14049,14049,0.014049
65,65,13,1985-03-29,138.14,13814,13814,0.013814
66,66,14,1985-01-04,137.87,13787,13787,0.013787
67,67,15,1985-09-04,137.25,13725,13725,0.013725
68,68,16,1985-04-15,137.8,13780,13780,0.01378
69,69,17,1985-04-22,135.8,13580,13580,0.01358
70,70,18,1985-04-29,135.94,13594,13594,0.013594
71,71,19,1985-06-05,136.82,13682,13682,0.013682
72,72,20,1985-05-13,138.52,13852,13852,0.013852
73,73,21,1985-05-20,136.43,13643,13643,0.013643
74,74,22,1985-05-27,136.15,13615,13615,0.013615
75,75,23,1985-01-06,159,15900,15900,0.0159
76,76,24,1985-10-06,157.91,15791,15791,0.015791
77,77,25,1985-06-17,158.96,15896,15896,0.015896
78,78,26,1985-06-24,158.07,15807,15807,0.015807
79,79,27,1985-01-07,158.23,15823,15823,0.015823
80,80,28,1985-08-07,158.07,15807,15807,0.015807
81,81,29,1985-07-15,156.7,15670,15670,0.01567
82,82,30,1985-07-23,154.74,15474,15474,0.015474
83,83,31,1985-07-29,154.05,15405,15405,0.015405
84,84,32,1985-05-08,153.79,15379,15379,0.015379
85,85,33,1985-12-08,154.59,15459,15459,0.015459
86,86,34,1985-08-19,152.86,15286,15286,0.015286
87,87,35,1985-08-26,152.69,15269,15269,0.015269
88,88,36,1985-02-09,153.05,15305,15305,0.015305
89,89,37,1985-09-09,154.19,15419,15419,0.015419
90,90,38,1985-09-16,156.17,15617,15617,0.015617
91,91,39,1985-09-23,154.81,15481,15481,0.015481
92,92,40,1985-09-30,151.51,15151,15151,0.015151
93,93,41,1985-07-10,150.95,15095,15095,0.015095
94,94,42,1985-10-14,150.34,15034,15034,0.015034
95,95,43,1985-10-21,150.65,15065,15065,0.015065
96,96,44,1985-10-28,150.23,15023,15023,0.015023
97,97,45,1985-04-11,150.14,15014,15014,0.015014
98,98,46,1985-11-11,149.55,14955,14955,0.014955
99,99,47,1985-11-18,149.99,14999,14999,0.014999
100,100,48,1985-11-25,149.61,14961,14961,0.014961
101,101,49,1985-02-12,148.84,14884,14884,0.014884
102,102,50,1985-09-12,147.77,14777,14777,0.014777
103,103,51,1985-12-16,148.43,14843,14843,0.014843
104,104,52,1985-12-23,147.88,14788,14788,0.014788
105,105,0,1986-01-01,148.09,14809,14809,0.014809
106,106,1,1986-06-01,146.99,14699,14699,0.014699
107,107,2,1986-01-13,146.58,14658,14658,0.014658
108,108,3,1986-01-20,147.29,14729,14729,0.014729
109,109,4,1986-01-27,147.11,14711,14711,0.014711
110,110,5,1986-01-02,170,17000,17000,0.017
111,111,6,1986-10-02,170.09,17009,17009,0.017009
112,112,7,1986-02-17,169.4,16940,16940,0.01694
113,113,8,1986-02-24,168.61,16861,16861,0.016861
114,114,9,1986-01-03,165.72,16572,16572,0.016572
115,115,10,1986-03-03,165.72,16572,16572,0.016572
116,116,11,1986-10-03,165.11,16511,16511,0.016511
117,117,12,1986-03-17,166.61,16661,16661,0.016661
118,118,13,1986-03-18,166.61,16661,16661,0.016661
119,119,14,1986-03-24,165.88,16588,16588,0.016588
120,120,15,1986-01-04,167.34,16734,16734,0.016734
121,121,16,1986-07-04,167.94,16794,16794,0.016794
122,122,17,1986-09-04,167.94,16794,16794,0.016794
123,123,18,1986-04-14,168.53,16853,16853,0.016853
124,124,19,1986-04-21,167.76,16776,16776,0.016776
125,125,20,1986-04-28,164.01,16401,16401,0.016401
126,126,21,1986-05-05,163.76,16376,16376,0.016376
127,127,22,1986-12-05,164.55,16455,16455,0.016455
128,128,23,1986-05-19,163.53,16353,16353,0.016353
129,129,24,1986-05-26,164.58,16458,16458,0.016458
130,130,25,1986-02-06,166.39,16639,16639,0.016639
131,131,26,1986-09-06,166.1,16610,16610,0.01661
132,132,27,1986-06-16,165.06,16506,16506,0.016506
133,133,28,1986-06-23,164.85,16485,16485,0.016485
134,134,29,1986-06-30,165.17,16517,16517,0.016517
135,135,30,1986-07-07,164.03,16403,16403,0.016403
136,136,31,1986-07-14,163.73,16373,16373,0.016373
137,137,32,1986-07-21,163.7,16370,16370,0.01637
138,138,33,1986-07-28,163.03,16303,16303,0.016303
139,139,34,1986-04-08,162.48,16248,16248,0.016248
140,140,35,1986-11-08,161.76,16176,16176,0.016176
141,141,36,1986-08-18,161.12,16112,16112,0.016112
142,142,37,1986-08-25,161.23,16123,16123,0.016123
143,143,38,1986-01-09,200,20000,20000,0.02
144,144,39,1986-08-09,199.46,19946,19946,0.019946
145,145,40,1986-09-15,200.39,20039,20039,0.020039
146,146,41,1986-09-22,200.38,20038,20038,0.020038
147,147,42,1986-09-29,199.57,19957,19957,0.019957
148,148,43,1986-06-10,199.52,19952,19952,0.019952
149,149,44,1986-10-13,198.9,19890,19890,0.01989
150,150,45,1986-10-20,198.51,19851,19851,0.019851
151,151,46,1986-10-27,198.4,19840,19840,0.01984
152,152,47,1986-01-11,199.59,19959,19959,0.019959
153,153,48,1986-10-11,200.57,20057,20057,0.020057
154,154,49,1986-11-17,200.17,20017,20017,0.020017
155,155,50,1986-11-24,199.69,19969,19969,0.019969
156,156,51,1986-01-12,199.21,19921,19921,0.019921
157,157,52,1986-08-12,197.99,19799,19799,0.019799
158,158,53,1986-12-15,198.94,19894,19894,0.019894
159,159,54,1986-12-22,199.59,19959,19959,0.019959
160,160,55,1986-12-31,197.62,19762,19762,0.019762
161,161,0,1987-01-12,196.55,19655,19655,0.019655
162,162,1,1987-01-19,195.32,19532,19532,0.019532
163,163,2,1987-01-26,193.25,19325,19325,0.019325
164,164,3,1987-02-01,240,24000,24000,0.024
165,165,4,1987-02-09,238.83,23883,23883,0.023883
166,166,5,1987-02-16,239.97,23997,23997,0.023997
167,167,6,1987-02-23,239.83,23983,23983,0.023983
168,168,7,1987-03-02,240.72,24072,24072,0.024072
169,169,8,1987-03-09,240.45,24045,24045,0.024045
170,170,9,1987-03-16,241.03,24103,24103,0.024103
171,171,10,1987-03-23,240.44,24044,24044,0.024044
172,172,11,1987-03-30,239.12,23912,23912,0.023912
173,173,12,1987-04-06,243.57,24357,24357,0.024357
174,174,13,1987-04-13,244.04,24404,24404,0.024404
175,175,14,1987-04-21,243.38,24338,24338,0.024338
176,176,15,1987-04-27,249.3,24930,24930,0.02493
177,177,16,1987-05-04,248.67,24867,24867,0.024867
178,178,17,1987-05-11,247.34,24734,24734,0.024734
179,179,18,1987-05-18,248.39,24839,24839,0.024839
180,180,19,1987-05-25,254.01,25401,25401,0.025401
181,181,20,1987-06-01,254.47,25447,25447,0.025447
182,182,21,1987-06-08,256.65,25665,25665,0.025665
183,183,22,1987-06-15,255.4,25540,25540,0.02554
184,184,23,1987-06-22,256.3,25630,25630,0.02563
185,185,24,1987-06-29,262.92,26292,26292,0.026292
186,186,25,1987-07-06,262.29,26229,26229,0.026229
187,187,26,1987-07-13,262.72,26272,26272,0.026272
188,188,27,1987-07-20,263.19,26319,26319,0.026319
189,189,28,1987-07-27,269.4,26940,26940,0.02694
190,190,29,1987-08-03,269.5,26950,26950,0.02695
191,191,30,1987-08-10,277.96,27796,27796,0.027796
192,192,31,1987-08-17,278.85,27885,27885,0.027885
193,193,32,1987-08-24,284.47,28447,28447,0.028447
194,194,33,1987-08-31,281.9,28190,28190,0.02819
195,195,34,1987-09-07,288.45,28845,28845,0.028845
196,196,35,1987-09-14,286.98,28698,28698,0.028698
197,197,36,1987-09-21,295.97,29597,29597,0.029597
198,198,37,1987-09-28,295.78,29578,29578,0.029578
199,199,38,1987-10-05,297.02,29702,29702,0.029702
200,200,39,1987-10-12,296.94,29694,29694,0.029694
201,201,40,1987-10-19,296.25,29625,29625,0.029625
202,202,41,1987-10-26,300,30000,30000,0.03
203,203,42,1987-11-02,304,30400,30400,0.0304
204,204,43,1987-11-09,308,30800,30800,0.0308
205,205,44,1987-11-16,312,31200,31200,0.0312
206,206,45,1987-11-23,316,31600,31600,0.0316
207,207,46,1987-11-30,320,32000,32000,0.032
208,208,47,1987-12-07,317.8,31780,31780,0.03178
209,209,48,1987-12-14,318.64,31864,31864,0.031864
210,210,49,1987-12-21,315.78,31578,31578,0.031578
211,211,50,1987-12-28,315.54,31554,31554,0.031554
212,212,0,1988-01-04,313.5,31350,31350,0.03135
213,213,1,1988-01-11,313.7,31370,31370,0.03137
214,214,2,1988-01-18,316.32,31632,31632,0.031632
215,215,3,1988-01-25,319.96,31996,31996,0.031996
216,216,4,1988-02-01,380,38000,38000,0.038
217,217,5,1988-02-08,382.17,38217,38217,0.038217
218,218,6,1988-02-15,383.25,38325,38325,0.038325
219,219,7,1988-02-22,384.19,38419,38419,0.038419
220,220,8,1988-02-29,382.08,38208,38208,0.038208
221,221,9,1988-03-07,381.95,38195,38195,0.038195
222,222,10,1988-03-14,380.14,38014,38014,0.038014
223,223,11,1988-03-21,390,39000,39000,0.039
224,224,12,1988-03-28,400,40000,40000,0.04
225,225,13,1988-04-05,396.97,39697,39697,0.039697
226,226,14,1988-04-11,396.51,39651,39651,0.039651
227,227,15,1988-04-18,398.96,39896,39896,0.039896
228,228,16,1988-04-25,396.68,39668,39668,0.039668
229,229,17,1988-05-02,397.74,39774,39774,0.039774
230,230,18,1988-05-09,410,41000,41000,0.041
231,231,19,1988-05-16,409.79,40979,40979,0.040979
232,232,20,1988-05-23,410.5,41050,41050,0.04105
233,233,21,1988-05-30,420,42000,42000,0.042
234,234,22,1988-06-06,430,43000,43000,0.043
235,235,23,1988-06-13,429.8,42980,42980,0.04298
236,236,24,1988-06-20,430.79,43079,43079,0.043079
237,237,25,1988-06-27,440,44000,44000,0.044
238,238,26,1988-07-04,444.8,44480,44480,0.04448
239,239,27,1988-07-11,450,45000,45000,0.045
240,240,28,1988-07-18,451.52,45152,45152,0.045152
241,241,29,1988-07-25,456.48,45648,45648,0.045648
242,242,30,1988-08-01,452.61,45261,45261,0.045261
243,243,31,1988-08-08,453.86,45386,45386,0.045386
244,244,32,1988-08-15,456.91,45691,45691,0.045691
245,245,33,1988-08-22,460,46000,46000,0.046
246,246,34,1988-08-29,462.1,46210,46210,0.04621
247,247,35,1988-09-05,470,47000,47000,0.047
248,248,36,1988-09-12,468.04,46804,46804,0.046804
249,249,37,1988-09-19,467.66,46766,46766,0.046766
250,250,38,1988-09-26,480,48000,48000,0.048
251,251,39,1988-10-03,481.69,48169,48169,0.048169
252,252,40,1988-10-10,478.98,47898,47898,0.047898
253,253,41,1988-10-17,477.74,47774,47774,0.047774
254,254,42,1988-10-24,490,49000,49000,0.049
255,255,43,1988-10-31,488.12,48812,48812,0.048812
256,256,44,1988-11-07,486.44,48644,48644,0.048644
257,257,45,1988-11-14,486.23,48623,48623,0.048623
258,258,46,1988-11-21,500,50000,50000,0.05
259,259,47,1988-11-28,497.6,49760,49760,0.04976
260,260,48,1988-12-05,497.98,49798,49798,0.049798
261,261,49,1988-12-12,496.76,49676,49676,0.049676
262,262,50,1988-12-19,499.32,49932,49932,0.049932
263,263,51,1988-12-27,502.55,50255,50255,0.050255
264,264,0,1988-12-27,502.55,50255,50255,0.050255
265,265,1,1989-01-02,502.79,50279,50279,0.050279
266,266,2,1989-01-09,501.29,50129,50129,0.050129
267,267,3,1989-01-16,508.25,50825,50825,0.050825
268,268,4,1989-01-23,510.91,51091,51091,0.051091
269,269,5,1989-01-30,507.88,50788,50788,0.050788
270,270,6,1989-02-06,512.22,51222,51222,0.051222
271,271,7,1989-02-13,513.63,51363,51363,0.051363
272,272,8,1989-02-20,555,55500,55500,0.0555
273,273,9,1989-02-27,560,56000,56000,0.056
274,274,10,1989-03-06,557.08,55708,55708,0.055708
275,275,11,1989-03-13,570,57000,57000,0.057
276,276,12,1989-03-20,571.48,57148,57148,0.057148
277,277,13,1989-03-28,572.55,57255,57255,0.057255
278,278,14,1989-04-03,600,60000,60000,0.06
279,279,15,1989-04-10,630,63000,63000,0.063
280,280,16,1989-04-17,631.88,63188,63188,0.063188
281,281,17,1989-04-24,680,68000,68000,0.068
282,282,18,1989-05-02,680.23,68023,68023,0.068023
283,283,19,1989-05-08,710,71000,71000,0.071
284,284,20,1989-05-15,750,75000,75000,0.075
285,285,21,1989-05-22,800,80000,80000,0.08
286,286,22,1989-05-29,850,85000,85000,0.085
287,287,23,1989-06-05,849.95,84995,84995,0.084995
288,288,24,1989-06-12,847.5,84750,84750,0.08475
289,289,25,1989-06-19,850.95,85095,85095,0.085095
290,290,26,1989-06-26,844.6,84460,84460,0.08446
291,291,27,1989-07-03,842.2,84220,84220,0.08422
292,292,28,1989-07-10,836.06,83606,83606,0.083606
293,293,29,1989-07-17,829.14,82914,82914,0.082914
294,294,30,1989-07-24,835.77,83577,83577,0.083577
295,295,31,1989-07-31,829.85,82985,82985,0.082985
296,296,32,1989-08-07,1000,100000,100000,0.1
297,297,33,1989-08-14,1011.45,101145,101145,0.101145
298,298,34,1989-08-21,1050,105000,105000,0.105
299,299,35,1989-08-28,1054.37,105437,105437,0.105437
300,300,36,1989-09-04,1100,110000,110000,0.11
301,301,37,1989-09-11,1350,135000,135000,0.135
302,302,38,1989-09-18,1450,145000,145000,0.145
303,303,39,1989-09-25,1441.07,144107,144107,0.144107
304,304,40,1989-09-28,1800,180000,180000,0.18
305,305,41,1989-10-02,1798.84,179884,179884,0.179884
306,306,42,1989-10-09,1791.21,179121,179121,0.179121
307,307,43,1989-10-16,2100,210000,210000,0.21
308,308,44,1989-10-23,2092.48,209248,209248,0.209248
309,309,45,1989-10-30,2400,240000,240000,0.24
310,310,46,1989-11-06,2800,280000,280000,0.28
311,311,47,1989-11-13,3100,310000,310000,0.31
312,312,48,1989-11-20,3400,340000,340000,0.34
313,313,49,1989-11-27,3800,380000,380000,0.38
314,314,50,1989-12-04,4200,420000,420000,0.42
315,315,51,1989-12-11,5000,500000,500000,0.5
316,316,52,1989-12-18,6000,600000,600000,0.6
317,317,53,1989-12-27,6500,650000,650000,0.65
318,318,0,1990-01-01,9500,950000,950000,0.95
319,319,1,1990-01-08,9500,950000,950000,0.95
320,320,2,1990-01-15,9500,950000,950000,0.95
321,321,3,1990-01-22,9500,950000,950000,0.95
322,322,4,1990-01-29,9500,950000,950000,0.95
323,323,5,1990-02-05,9500,950000,950000,0.95
324,324,6,1990-02-12,9500,950000,950000,0.95
325,325,7,1990-02-19,9500,950000,950000,0.95
326,326,8,1990-02-26,9500,950000,950000,0.95
327,327,9,1990-03-05,9500,950000,950000,0.95
328,328,10,1990-03-12,9500,950000,950000,0.95
329,329,11,1990-03-19,9500,950000,950000,0.95
330,330,12,1990-03-26,9500,950000,950000,0.95
331,331,13,1990-04-02,9500,950000,950000,0.95
332,332,14,1990-04-09,9500,950000,950000,0.95
333,333,15,1990-04-17,9500,950000,950000,0.95
334,334,16,1990-04-23,9500,950000,950000,0.95
335,335,17,1990-04-30,9500,950000,950000,0.95
336,336,18,1990-05-07,9500,950000,950000,0.95
337,337,19,1990-05-14,9500,950000,950000,0.95
338,338,20,1990-05-21,9500,950000,950000,0.95
339,339,21,1990-05-28,9500,950000,950000,0.95
340,340,22,1990-06-04,9500,950000,950000,0.95
341,341,23,1990-06-11,9500,950000,950000,0.95
342,342,24,1990-06-18,9500,950000,950000,0.95
343,343,25,1990-06-25,9500,950000,950000,0.95
344,344,26,1990-07-02,9500,950000,950000,0.95
345,345,27,1990-07-09,9500,950000,950000,0.95
346,346,28,1990-07-16,9500,950000,950000,0.95
347,347,29,1990-07-23,9500,950000,950000,0.95
348,348,30,1990-07-30,9500,950000,950000,0.95
349,349,31,1990-08-06,9500,950000,950000,0.95
350,350,32,1990-08-13,9500,950000,950000,0.95
351,351,33,1990-08-20,9500,950000,950000,0.95
352,352,34,1990-08-27,9500,950000,950000,0.95
353,353,35,1990-09-03,9500,950000,950000,0.95
354,354,36,1990-09-10,9500,950000,950000,0.95
355,355,37,1990-09-17,9500,950000,950000,0.95
356,356,38,1990-09-24,9500,950000,950000,0.95
357,357,39,1990-10-01,9500,950000,950000,0.95
358,358,40,1990-10-08,9500,950000,950000,0.95
359,359,41,1990-10-10,9500,950000,950000,0.95
360,360,42,1990-10-15,9500,950000,950000,0.95
361,361,43,1990-10-22,9500,950000,950000,0.95
362,362,44,1990-10-29,9500,950000,950000,0.95
363,363,45,1990-11-05,9500,950000,950000,0.95
364,364,46,1990-11-12,9500,950000,950000,0.95
365,365,47,1990-11-19,9500,950000,950000,0.95
366,366,48,1990-11-26,9500,950000,950000,0.95
367,367,49,1990-12-03,9500,950000,950000,0.95
368,368,50,1990-12-10,9500,950000,950000,0.95
369,369,51,1990-12-17,9500,950000,950000,0.95
370,370,52,1990-12-24,9500,950000,950000,0.95
371,371,0,1991-01-02,9500,950000,950000,0.95
372,372,1,1991-01-03,9500,950000,950000,0.95
373,373,2,1991-01-04,9500,950000,950000,0.95
374,374,3,1991-01-07,9500,950000,950000,0.95
375,375,4,1991-01-08,9500,950000,950000,0.95
376,376,5,1991-01-09,9500,950000,950000,0.95
377,377,6,1991-01-10,9500,950000,950000,0.95
378,378,7,1991-01-11,9500,950000,950000,0.95
379,379,8,1991-01-14,9500,950000,950000,0.95
380,380,9,1991-01-15,9500,950000,950000,0.95
381,381,10,1991-01-16,9500,950000,950000,0.95
382,382,11,1991-01-17,9500,950000,950000,0.95
383,383,12,1991-01-18,9500,950000,950000,0.95
384,384,13,1991-01-21,9500,950000,950000,0.95
385,385,14,1991-01-22,9500,950000,950000,0.95
386,386,15,1991-01-23,9500,950000,950000,0.95
387,387,16,1991-01-24,9500,950000,950000,0.95
388,388,17,1991-01-25,9500,950000,950000,0.95
389,389,18,1991-01-28,9500,950000,950000,0.95
390,390,19,1991-01-29,9500,950000,950000,0.95
391,391,20,1991-01-30,9500,950000,950000,0.95
392,392,21,1991-01-31,9500,950000,950000,0.95
393,393,22,1991-02-01,9500,950000,950000,0.95
394,394,23,1991-02-04,9500,950000,950000,0.95
395,395,24,1991-02-05,9500,950000,950000,0.95
396,396,25,1991-02-06,9500,950000,950000,0.95
397,397,26,1991-02-07,9500,950000,950000,0.95
398,398,27,1991-02-08,9500,950000,950000,0.95
399,399,28,1991-02-11,9500,950000,950000,0.95
400,400,29,1991-02-12,9500,950000,950000,0.95
401,401,30,1991-02-13,9500,950000,950000,0.95
402,402,31,1991-02-14,9500,950000,950000,0.95
403,403,32,1991-02-15,9500,950000,950000,0.95
404,404,33,1991-02-18,9500,950000,950000,0.95
405,405,34,1991-02-19,9500,950000,950000,0.95
406,406,35,1991-02-20,9500,950000,950000,0.95
407,407,36,1991-02-21,9500,950000,950000,0.95
408,408,37,1991-02-22,9500,950000,950000,0.95
409,409,38,1991-02-25,9500,950000,950000,0.95
410,410,39,1991-02-26,9500,950000,950000,0.95
411,411,40,1991-02-27,9500,950000,950000,0.95
412,412,41,1991-02-28,9500,950000,950000,0.95
413,413,42,1991-03-01,9500,950000,950000,0.95
414,414,43,1991-03-04,9500,950000,950000,0.95
415,415,44,1991-03-05,9500,950000,950000,0.95
416,416,45,1991-03-06,9500,950000,950000,0.95
417,417,46,1991-03-07,9500,950000,950000,0.95
418,418,47,1991-03-08,9500,950000,950000,0.95
419,419,48,1991-03-11,9500,950000,950000,0.95
420,420,49,1991-03-12,9500,950000,950000,0.95
421,421,50,1991-03-13,9500,950000,950000,0.95
422,422,51,1991-03-14,9500,950000,950000,0.95
423,423,52,1991-03-15,9500,950000,950000,0.95
424,424,53,1991-03-18,9500,950000,950000,0.95
425,425,54,1991-03-19,9500,950000,950000,0.95
426,426,55,1991-03-20,9500,950000,950000,0.95
427,427,56,1991-03-21,9500,950000,950000,0.95
428,428,57,1991-03-22,9500,950000,950000,0.95
429,429,58,1991-03-25,9500,950000,950000,0.95
430,430,59,1991-03-26,9500,950000,950000,0.95
431,431,60,1991-03-27,9500,950000,950000,0.95
432,432,61,1991-03-28,9500,950000,950000,0.95
433,433,62,1991-03-29,9500,950000,950000,0.95
434,434,63,1991-04-02,9500,950000,950000,0.95
435,435,64,1991-04-03,9500,950000,950000,0.95
436,436,65,1991-04-04,9500,950000,950000,0.95
437,437,66,1991-04-05,9500,950000,950000,0.95
438,438,67,1991-04-08,9500,950000,950000,0.95
439,439,68,1991-04-09,9500,950000,950000,0.95
440,440,69,1991-04-10,9500,950000,950000,0.95
441,441,70,1991-04-11,9500,950000,950000,0.95
442,442,71,1991-04-12,9500,950000,950000,0.95
443,443,72,1991-04-15,9500,950000,950000,0.95
444,444,73,1991-04-16,9500,950000,950000,0.95
445,445,74,1991-04-17,9500,950000,950000,0.95
446,446,75,1991-04-18,9500,950000,950000,0.95
447,447,76,1991-04-19,9500,950000,950000,0.95
448,448,77,1991-04-22,9500,950000,950000,0.95
449,449,78,1991-04-23,9500,950000,950000,0.95
450,450,79,1991-04-24,9500,950000,950000,0.95
451,451,80,1991-04-25,9500,950000,950000,0.95
452,452,81,1991-04-26,9500,950000,950000,0.95
453,453,82,1991-04-29,9500,950000,950000,0.95
454,454,83,1991-04-30,9500,950000,950000,0.95
455,455,84,1991-05-01,9500,950000,950000,0.95
456,456,85,1991-05-06,9500,950000,950000,0.95
457,457,86,1991-05-07,9500,950000,950000,0.95
458,458,87,1991-05-08,9500,950000,950000,0.95
459,459,88,1991-05-09,9500,950000,950000,0.95
460,460,89,1991-05-10,9500,950000,950000,0.95
461,461,90,1991-05-13,9500,950000,950000,0.95
462,462,91,1991-05-14,9500,950000,950000,0.95
463,463,92,1991-05-15,9500,950000,950000,0.95
464,464,93,1991-05-16,9500,950000,950000,0.95
465,465,94,1991-05-17,11100,1110000,1110000,1.11
466,466,95,1991-05-20,11135,1113500,1113500,1.1135
467,467,96,1991-05-21,11252,1125200,1125200,1.1252
468,468,97,1991-05-22,11136,1113600,1113600,1.1136
469,469,98,1991-05-23,11106,1110600,1110600,1.1106
470,470,99,1991-05-24,11155,1115500,1115500,1.1155
471,471,100,1991-05-27,11055,1105500,1105500,1.1055
472,472,101,1991-05-28,11122,1112200,1112200,1.1122
473,473,102,1991-05-29,11150,1115000,1115000,1.115
474,474,103,1991-05-31,11105,1110500,1110500,1.1105
475,475,104,1991-06-03,11211,1121100,1121100,1.1211
476,476,105,1991-06-04,11301,1130100,1130100,1.1301
477,477,106,1991-06-05,11309,1130900,1130900,1.1309
478,478,107,1991-06-06,11302,1130200,1130200,1.1302
479,479,108,1991-06-07,11299,1129900,1129900,1.1299
480,480,109,1991-06-10,11322,1132200,1132200,1.1322
481,481,110,1991-06-11,11374,1137400,1137400,1.1374
482,482,111,1991-06-12,11375,1137500,1137500,1.1375
483,483,112,1991-06-13,11405,1140500,1140500,1.1405
484,484,113,1991-06-14,11489,1148900,1148900,1.1489
485,485,114,1991-06-17,11484,1148400,1148400,1.1484
486,486,115,1991-06-18,11481,1148100,1148100,1.1481
487,487,116,1991-06-19,11543,1154300,1154300,1.1543
488,488,117,1991-06-20,11526,1152600,1152600,1.1526
489,489,118,1991-06-21,11421,1142100,1142100,1.1421
490,490,119,1991-06-24,11480,1148000,1148000,1.148
491,491,120,1991-06-25,11492,1149200,1149200,1.1492
492,492,121,1991-06-26,11468,1146800,1146800,1.1468
493,493,122,1991-06-27,11471,1147100,1147100,1.1471
494,494,123,1991-06-28,11458,1145800,1145800,1.1458
495,495,124,1991-07-01,11523,1152300,1152300,1.1523
496,496,125,1991-07-02,11508,1150800,1150800,1.1508
497,497,126,1991-07-03,11575,1157500,1157500,1.1575
498,498,127,1991-07-04,11592,1159200,1159200,1.1592
499,499,128,1991-07-05,11590,1159000,1159000,1.159
500,500,129,1991-07-08,11606,1160600,1160600,1.1606
501,501,130,1991-07-09,11518,1151800,1151800,1.1518
502,502,131,1991-07-10,11528,1152800,1152800,1.1528
503,503,132,1991-07-11,11556,1155600,1155600,1.1556
504,504,133,1991-07-12,11534,1153400,1153400,1.1534
505,505,134,1991-07-15,11552,1155200,1155200,1.1552
506,506,135,1991-07-16,11465,1146500,1146500,1.1465
507,507,136,1991-07-17,11453,1145300,1145300,1.1453
508,508,137,1991-07-18,11469,1146900,1146900,1.1469
509,509,138,1991-07-19,11377,1137700,1137700,1.1377
510,510,139,1991-07-22,11347,1134700,1134700,1.1347
511,511,140,1991-07-23,11332,1133200,1133200,1.1332
